0.399020  0.893633  0.877799  0.984776  0.749018  0.788113  0.939410
0.047401  0.054792  0.582433  0.715678  0.503888  0.780296  0.980904
0.342374  0.303661  0.070684  0.838970  0.646810  0.668512  0.286620
0.735966  0.046192  0.922745  0.433261  0.307746  0.133504  0.800820
0.794682  0.195477  0.800372  0.470625  0.138725  0.021556  0.896111
0.544906  0.720166  0.285947  0.560713  0.475573  0.559841  0.597527
0.686223  0.721753  0.543663  0.269092  0.362459  0.300819  0.884017

